-0.0629209889	0.9370790111	-1.0452082396	0.1244603257	-0.4310455416	-0.9926974748	0.7814069366	-0.5987477839	0.6216261170	0.6660476385	
0.0393398179	1.0393398179	-0.8904366679	0.4074643706	-0.6452072880	-0.6896288095	0.4651191095	-0.8654872345	1.0373665464	0.1021303375	
0.1623466156	1.1623466156	-0.6819813099	0.6981734106	-0.7424804368	-0.2634326759	0.0370133821	-0.8297680857	0.9328598584	-0.4750773741	
0.2379957470	1.2379957470	-0.4909728804	0.9225428529	-0.7600309815	0.1752052274	-0.3994282428	-0.5325174958	0.3633289805	-0.7541189543	
0.2077683537	1.2077683537	-0.3800168986	1.0167853481	-0.7432881626	0.5167853481	-0.7432881626	-0.1012486407	-0.3800168986	-0.6012486407	
0.0543603331	1.0543603331	-0.3714189584	0.9591873856	-0.7161529096	0.6917843229	-0.9142228280	0.3030502203	-0.9279269176	-0.1330209814	
-0.1850366671	0.8149633329	-0.4337265543	0.7835464940	-0.6667903412	0.6912700130	-0.8695837730	0.5439319603	-1.0293645926	0.3507901279	
-0.4316816887	0.5683183113	-0.4944722082	0.5663450398	-0.5570149222	0.5604330126	-0.6190630033	0.5506055621	-0.6803715758	0.5369014725	
-0.5990682376	0.4009317624	-0.4737350040	0.3930464637	-0.3503783504	0.3695149235	-0.2309436849	0.3307082483	-0.1173145635	0.2772384425	
-0.6313751515	0.3686248485	-0.3223581571	0.3196813648	-0.0435898992	0.1776418429	0.1776418429	-0.0435898992	0.3196813648	-0.3223581571	
-0.5278080083	0.4721919917	-0.0460543342	0.3484986717	0.3165199172	0.0080187866	0.4702187201	-0.4650174888	0.3770190441	-0.9535872999	
-0.3410506871	0.6589493129	0.2963733027	0.4294625557	0.6412365637	-0.1536693725	0.5352559930	-0.8228043612	0.0270738656	-1.2708271729	
-0.1510389124	0.8489610876	0.6194743304	0.4863850773	0.8312483383	-0.3384202270	0.3307147617	-1.0273455925	-0.5191634651	-1.0808153983	
-0.0275137893	0.9724862107	0.8487928908	0.4542398848	0.8168141362	-0.5633405842	-0.0903043088	-1.0255405177	-0.9323408417	-0.4532930808	
0.0000000000	1.0000000000	0.9510565163	0.3090169944	0.5877852523	-0.8090169944	-0.5877852523	-0.8090169944	-0.9510565163	0.3090169944	
-0.0494206628	0.9505793372	0.9426940385	0.0759125707	0.1992692243	-1.0180038240	-0.9791971487	-0.4175452155	-0.5311743369	0.8268860172	
-0.1240155386	0.8759844614	0.8740111898	-0.1868060581	-0.2493487722	-1.1161302399	-1.1063027893	0.0633657760	0.1246743485	0.8445676225	
-0.1697566119	0.8302433881	0.7988265492	-0.4184464990	-0.6515102860	-1.0460632919	-0.8987252393	0.5147904940	0.6745713136	0.3660701831	
-0.1585909738	0.8414090262	0.7462360786	-0.5843702654	-0.9291042166	-0.7960149636	-0.4072808610	0.8099921873	0.8236962769	-0.3459722884	
-0.1000000000	0.9000000000	0.7090169944	-0.6877852523	-1.0510565163	-0.4090169944	0.2090169944	0.8510565163	0.4877852523	-0.9090169944	
-0.0310831567	0.9689168433	0.6534639492	-0.7600517841	-1.0291098852	0.0317073628	0.7394300861	0.6063408330	-0.1564163903	-1.0231978580	
0.0078038189	1.0078038189	0.5436306139	-0.8365241066	-0.8970232336	0.4335831105	0.9999185202	0.1331370525	-0.7627094239	-0.6296201708	
-0.0026581140	0.9973418860	0.3654664387	-0.9324345999	-0.6872052200	0.7263105134	0.9021689384	-0.4284374056	-1.0006848425	0.0601324055	
-0.0502666388	0.9497333612	0.1371146758	-1.0325538895	-0.4183911915	0.8795098471	0.4855601562	-0.8945945643	-0.7348137447	0.6787019886	
-0.1000000000	0.9000000000	-0.1000000000	-1.1000000000	-0.1000000000	0.9000000000	-0.1000000000	-1.1000000000	-0.1000000000	0.9000000000	
-0.1161593486	0.8838406514	-0.3035406632	-1.0984465993	0.2519652041	0.8136171373	-0.6519861436	-0.9604872741	0.5683877573	0.6128092788	
-0.0845825599	0.9154174401	-0.4527071126	-1.0143590458	0.5999645461	0.6443860676	-0.9894096123	-0.5103618514	0.9134441686	-0.0217920403	
-0.0216759409	0.9783240591	-0.5575027359	-0.8660038664	0.8831511116	0.4041033507	-1.0137906422	0.1036572927	0.7488373019	-0.6590999306	
0.0352569206	1.0352569206	-0.6492901853	-0.6937117068	1.0332836490	0.0980474401	-0.7352563222	0.6726809104	0.1605901542	-0.9568577807	
0.0509525449	1.0509525449	-0.7580644494	-0.5368327073	1.0020090612	-0.2580644494	-0.2580644494	1.0020090612	-0.5368327073	-0.7580644494	
0.0149912608	1.0149912608	-0.8898357917	-0.4107880308	0.7855045036	-0.6224327289	0.2636811480	0.9835744219	-0.9672959899	-0.1723900538	
-0.0493188549	0.9506811451	-1.0179020160	-0.2980087420	0.4324348192	-0.9256255349	0.6796497726	0.6352282511	-0.8936467804	0.4865079401	
-0.0961963124	0.9038036876	-1.0942230408	-0.1589868319	0.0291369212	-1.0883110137	0.8860909384	0.0911850022	-0.3448861995	0.8723868488	
-0.0835657771	0.9164342229	-1.0756804784	0.0417674564	-0.3322556643	-1.0521489383	0.8462107088	-0.4516903298	0.3981878970	0.7927409029	
0.0000000000	1.0000000000	-0.9510565163	0.3090169944	-0.5877852523	-0.8090169944	0.5877852523	-0.8090169944	0.9510565163	0.3090169944	
0.1230896174	1.1230896174	-0.7532170626	0.6048432915	-0.7212383081	-0.4127371775	0.1858801370	-0.8749371110	1.0279166699	-0.3026896741	
0.2222470106	1.2222470106	-0.5482662322	0.8596710003	-0.7600402402	0.0348656960	-0.2595066635	-0.6540596695	0.5903715633	-0.7075294753	
0.2317778076	1.2317778076	-0.4056461822	1.0022910504	-0.7505094431	0.4191591222	-0.6445288725	-0.2499758665	-0.1363467451	-0.6979986783	
0.1179790678	1.1179790678	-0.3637746064	0.9942857478	-0.7263488578	0.6538058627	-0.8800476607	0.1807695873	-0.7868479847	-0.3078002238	
-0.1000000000	0.9000000000	-0.4090169944	0.8510565163	-0.6877852523	0.7090169944	-0.9090169944	0.4877852523	-1.0510565163	0.2090169944	
-0.3542879681	0.6457120319	-0.4796212017	0.6378267332	-0.6029778553	0.6142951930	-0.7224125208	0.5754885178	-0.8360416422	0.5220187120	
-0.5565206796	0.4434793204	-0.4937301601	0.4415060488	-0.4311874461	0.4355940217	-0.3691393651	0.4257665711	-0.3078307925	0.4120624815	
-0.6369003856	0.3630996144	-0.3882104985	0.3316827755	-0.1551467115	0.2394062944	0.0476467203	0.0920682418	0.2074275399	-0.1010735906	
-0.5750722561	0.4249277439	-0.1492929645	0.3297547964	0.1954409867	0.0623517336	0.3935109050	-0.3263823689	0.4072149946	-0.7624535707	
-0.4077683537	0.5922316463	0.1800168986	0.4012486407	0.5432881626	-0.0987513593	0.5432881626	-0.7167853481	0.1800168986	-1.2167853481	
-0.2098214754	0.7901785246	0.5191471520	0.4747256305	0.7882052530	-0.2726119950	0.4276025143	-0.9803347182	-0.3351547090	-1.2019361767	
-0.0584483781	0.9415516219	0.7858795474	0.4773784169	0.8463786744	-0.4842276697	0.0668848555	-1.0505630794	-0.8289616209	-0.6958723679	
0.0012363036	1.0012363036	0.9310127895	0.3693608563	0.6857834095	-0.7277323238	-0.4245429880	-0.9035907489	-0.9967904248	0.0640268231	
-0.0272283433	0.9727716567	0.9550589074	0.1601529713	0.3408962094	-0.9570048292	-0.8715562688	-0.5630551383	-0.7117754492	0.7017402841	
-0.1000000000	0.9000000000	0.9000000000	-0.1000000000	-0.1000000000	-1.1000000000	-1.1000000000	-0.1000000000	-0.1000000000	0.9000000000	
-0.1602019500	0.8397980500	0.8220853007	-0.3475832646	-0.5283265027	-1.0899784359	-1.0045298755	0.3756248449	0.5243451559	0.5687666774	
-0.1688001209	0.8311998791	0.7609763650	-0.5369246736	-0.8533472268	-0.8977687483	-0.5945794124	0.7360269316	0.8292266076	-0.1060096013	
-0.1228431974	0.8771568026	0.7214847281	-0.6586699924	-1.0276702499	-0.5486224890	0.0024900361	0.8692715039	0.6476700453	-0.7602671872	
-0.0524760038	0.9475239962	0.6764926236	-0.7370231098	-1.0505027323	-0.1152665234	0.5849479859	0.7180372389	0.0728572297	-1.0445907051	
0.0000000000	1.0000000000	0.5877852523	-0.8090169944	-0.9510565163	0.3090169944	0.9510565163	0.3090169944	-0.5877852523	-0.8090169944	
0.0061912305	1.0061912305	0.4319705221	-0.8986358219	-0.7643220122	0.6436152203	0.9747743917	-0.2424986566	-0.9760960202	-0.1811900841	
-0.0321737080	0.9678262920	0.2165161792	-1.0007568691	-0.5139273821	0.8441329720	0.6523733979	-0.7611423354	-0.8765016335	0.5036530870	
-0.0856532597	0.9143467403	-0.0228627401	-1.0836799881	-0.2109864932	0.9064614416	0.1017280549	-1.0679405104	-0.3343431468	0.8829299015	
-0.1159984429	0.8840015571	-0.2413316765	-1.1081131442	0.1326914443	0.8525847182	-0.4841229956	-1.0457749288	0.3657552312	0.7603082371	
-0.1000000000	0.9000000000	-0.4090169944	-1.0510565163	0.4877852523	0.7090169944	-0.9090169944	-0.6877852523	0.8510565163	0.2090169944	
-0.0440324879	0.9559675121	-0.5257861620	-0.9203391680	0.8002954376	0.4917943071	-1.0420592164	-0.1068230075	0.8607945645	-0.4698117795	
0.0194473606	1.0194473606	-0.6179766291	-0.7510658821	1.0017346114	0.2068286752	-0.8568593194	0.5012010347	0.3875719133	-0.9103291253	
0.0516379329	1.0516379329	-0.7188753099	-0.5857860568	1.0339251836	-0.1357433817	-0.4301157412	0.9279446129	-0.3164866198	-0.8781385530	
0.0319348320	1.0319348320	-0.8443718481	-0.4498188421	0.8762627575	-0.5038919630	0.0947253515	1.0299615604	-0.8728922205	-0.3938444596	
-0.0273457472	0.9726542528	-0.9784022635	-0.3363627416	0.5604395051	-0.8363627416	0.5604395051	0.7816712472	-0.9784022635	0.2816712472	
-0.0855112836	0.9144887164	-1.0776259849	-0.2108445171	0.1631786036	-1.0540944447	0.8442652023	0.2826132691	-0.5672649577	0.7907953965	
-0.0959494841	0.9040505159	-1.0939762125	-0.0331589645	-0.2212827176	-1.0880641854	0.8863377667	-0.2833307987	0.1527404031	0.8726336771	
-0.0346622614	0.9653377386	-1.0032454225	0.2140276258	-0.5164159355	-0.9109689414	0.6943063660	-0.7192093673	0.8096656641	0.5011645336	
0.0811972331	1.0811972331	-0.8236298193	0.5069765247	-0.6893160097	-0.5562267566	0.3298871203	-0.8873859280	1.0634844839	-0.1061840815	
0.1962610506	1.1962610506	-0.6127559438	0.7840463028	-0.7547954657	-0.1127559438	-0.1127559438	-0.7547954657	0.7840463028	-0.6127559438	
0.2416199855	1.2416199855	-0.4429271204	0.9705886129	-0.7564067429	0.3044105050	-0.5288932573	-0.3958040043	0.1162867519	-0.7504947158	
0.1695931798	1.1695931798	-0.3662336152	1.0139211053	-0.7352338727	0.5953724713	-0.8225215215	0.0442599462	-0.6009200630	-0.4678308100	
-0.0191789485	0.9808210515	-0.3873035012	0.9105975374	-0.7037260544	0.7097896789	-0.9240060010	0.4066003431	-1.0172056769	0.0436115710	
-0.2709480521	0.7290519479	-0.4583293667	0.7113391986	-0.6390726048	0.6588284338	-0.8067748471	0.5733798734	-0.9554951581	0.4580205753	
