-0.5000000000	0.5000000000	-0.5000000000	0.5000000000	-0.5000000000	0.5000000000	-0.5000000000	0.5000000000	-0.5000000000	0.5000000000	
-0.6261240058	0.3738759942	-0.4387426912	0.3561632450	-0.2579994531	0.3036524801	-0.0902972108	0.2182039197	0.0584231002	0.1028446216	
-0.6102840364	0.3897159636	-0.2421594837	0.3194924495	0.0742630695	0.1186845910	0.2945430161	-0.1845047448	0.3877426920	-0.5474935169	
-0.4710631785	0.5289368215	0.0647636165	0.3732647470	0.4337638739	-0.0452838870	0.5210515228	-0.5963964121	0.2994500642	-1.1084871683	
-0.2740640767	0.7259359233	0.4104830293	0.4549045508	0.7239626518	-0.2112735571	0.4964491661	-0.9114880664	-0.1487308431	-1.2661787780	
-0.1000000000	0.9000000000	0.7090169944	0.4877852523	0.8510565163	-0.4090169944	0.2090169944	-1.0510565163	-0.6877852523	-0.9090169944	
-0.0076753983	0.9923246017	0.8971516541	0.4181038932	0.7628378444	-0.6450993881	-0.2563652855	-0.9762585595	-0.9899626491	-0.1950567129	
-0.0100703178	0.9899296822	0.9585128433	0.2386195693	0.4716833563	-0.8863769979	-0.7390389453	-0.6946174238	-0.8543982433	0.5257564771	
-0.0744260489	0.9255739511	0.9236006795	-0.0116355294	0.0509071847	-1.0665407502	-1.0567132996	-0.2618073635	-0.3231159361	0.8941571122	
-0.1445916840	0.8554083160	0.8475230173	-0.2699249176	-0.3932815712	-1.1131748452	-1.0743681699	0.2235328686	0.3371619901	0.7317149960	
-0.1726542528	0.8273457472	0.7784022635	-0.4816712472	-0.7604395051	-0.9816712472	-0.7604395051	0.6363627416	0.7784022635	0.1363627416	
-0.1428682255	0.8571317745	0.7334384545	-0.6246218996	-0.9871961510	-0.6786950205	-0.2056587451	0.8551585029	0.7619588269	-0.5686475171	
-0.0759829109	0.9240170891	0.6945303319	-0.7134069006	-1.0582701616	-0.2633642255	0.4057707632	0.8003237692	0.2921416418	-1.0057593968	
-0.0132164126	0.9867835874	0.6242075771	-0.7837296554	-0.9955036634	0.1741649019	0.8630902674	0.4685372615	-0.3813409653	-0.9429928985	
0.0098424272	1.0098424272	0.4915961013	-0.8664642529	-0.8344854983	0.5456692221	1.0078691556	-0.0529480924	-0.8949846253	-0.4159368644	
-0.0158384440	0.9841615560	0.2931785503	-0.9668949603	-0.6036236963	0.7931785503	0.7931785503	-0.6036236963	-0.9668949603	0.2931785503	
-0.0686012879	0.9313987121	0.0567319457	-1.0607159892	-0.3172911751	0.8999818732	0.2995232648	-0.9983777738	-0.5503549620	0.8077053921	
-0.1104235170	0.8895764830	-0.1732140365	-1.1084502454	0.0149097166	0.8816911843	-0.2978048316	-1.0927107677	0.1382663702	0.8581596441	
-0.1107426293	0.8892573707	-0.3594325165	-1.0793257904	0.3710110448	0.7655640507	-0.7952897352	-0.8397112567	0.7335852962	0.4250841657	
-0.0654963776	0.9345036224	-0.4912756692	-0.9703234301	0.7050168651	0.5719276121	-1.0340795388	-0.3141862648	0.9167908731	-0.2528776922	
0.0000000000	1.0000000000	-0.5877852523	-0.8090169944	0.9510565163	0.3090169944	-0.9510565163	0.3090169944	0.5877852523	-0.8090169944	
0.0462638206	1.0462638206	-0.6827048068	-0.6382832853	1.0442905491	-0.0165266989	-0.5911601691	0.8167770634	-0.0790694129	-0.9458508807	
0.0442262724	1.0442262724	-0.8001016531	-0.4916005225	0.9490533249	-0.3815530191	-0.0811069611	1.0363409737	-0.7262869703	-0.5931977173	
-0.0053047575	0.9946952425	-0.9350812434	-0.3734293102	0.6792423484	-0.7342733849	0.4204745341	0.8995222950	-1.0033314859	0.0574857620	
-0.0693255743	0.9306744257	-1.0516128251	-0.2567068889	0.2987989783	-0.9991020602	0.7750023512	0.4665012206	-0.7538726803	0.6596430531	
-0.1000000000	0.9000000000	-1.1000000000	-0.1000000000	-0.1000000000	-1.1000000000	0.9000000000	-0.1000000000	-0.1000000000	0.9000000000	
